,source,target,lang,translation_direction
1984,"In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.","মসিগী থক্তা, চেকশিনগদবনি শওম অমসুং অতোপ্পা লমলক্কী শাশিং অসি মনমশিংগী খোঙ্গুল লিগল্লি অদুনা মনম চেনবা চান্না থক্নবা পুবা নত্ত্রগা থোংবা তৌরোইদবনি অমসুং কেম্প অদু লুনান্না থমগদবনি।",mni,enxx
1985,"In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.",1990দা মফম অসি মরুভুমীগী লৈঙোইদগী খুদোংথিবনা মরম ওইরগা খুদোংথিবগী মনুং চল্লবা ৱর্ল্দ হেরিতেজ সাইতশিংগী লিস্ততা চনখি।,mni,enxx
1986,"Prime Minister Stephen Harper has agreed to send the government's 'Clean Air Act' to an all-party committee for review, before its second reading, after Tuesday's 25 minute meeting with NDP leader Jack Layton at the PMO.","প্রধান মন্ত্রী, স্তেফেন হার্পরনা PMOদা NDPগী লুচিংবা জেক লাইতনগা মিনিত 25 চঙনা ফম্বা মীফমগী মতুংদা লৈবাকপোকপা নুমিত্তা পার্তী খুদিংমক্কী কম্মিতীদা মসিগী অনিশুবা পাথোকপা অদুগী মাংওইননা য়েংশিন্নবা সরকারগী 'ক্লিন এয়র এক্ত'পু থাজিনবগী ৱাফমদা য়ান্নখ্রে।",mni,enxx
1987,"The only way to get it through faster was to send it as checked luggage. Airline regulations will not allow them to send luggage without a passenger, which is where you come in.",মসিবু য়াম্না থুনা লান্থোক্কে হায়রবদি মসিবু চেক তৌরবা লগেজ ওইনা থাবগী পাম্বৈনা ওইগনি।এয়রলাইনগী কাঙলোনশিংনা মসিবু পেসেঞ্জর য়াওদনা লগেজ ওইনা থাবা য়াহন্দে অমসুং তাং অসিদা মসিগী কান্নবা লাকই।,mni,enxx
1988,"The moisture on your hands will react with the outer layers, which will feel funny and form a sort of shell.",অদোমগী খুৎতা য়াওরিবা ঈশিং মনিলদুনা মপান থংবা লৈরোলগা রিএক্ত তৌগনি হায়রিবসি খুৎতা করিগুম্বা অমা ফাওগনি অমসুং কোংগ্রেং মকুগুম্বা অমা শেমগনি।,mni,enxx
1989,"Today, Timbuktu is an impoverished town, although its reputation makes it a tourist attraction, and it has an airport.",তিম্বুকতুগী মীংচৎ অদুনা লমকোইবশিংগী পুক্নিং চিংশিনবা মফম অমা অমসুং এয়র্পোর্ত অমা লৈজরবসু ঙসিদি মফম অসি লাইরবা শহর অমা ওইরে।,mni,enxx
1990,All I say to people is you treat us the way we treat you.,ঐহাক্না মীয়ামদা হায়জনীংবদি নখোয়না ঐখোয়দা তৌরিবা মওং অদুগুম্না ঐখোয়না নখোয়দসু তৌই হায়বা অসিনি।,mni,enxx
1991,Poland's men's visually impaired skier Maciej Krezel and guide Anna Ogarzynska finished thirteenth in the Super-G. South Korea's Jong Seork Park finished twenty-fourth in the men's sitting Super-G.,পোলেন্দগী নুপাগী মীৎ উবা ঙমদ্রবা স্কিয়র মেচে ক্রেজল অমসুং গাইদ এন্না ওগরজীনিস্কানা সুপর-Gদা তরাহুমদোই শুবা তাখি।সাউথ কোরিয়াগী জোং সিওর্ক পার্কনা নুপাগী সিত্তিং সুপর-Gদা কুন-মরি শুবা তাখি।,mni,enxx
1992,"There are many French wines to be had, but the New Zealand and Australian wines might travel better.","ফ্রেঞ্চকী থকপা য়াবা য়ু কয়া লৈ, অদুবু ন্যু জীলেন্দ অমসুং ওস্ত্রেলিয়াগী য়ুশিংনা মহাও হেল্লি।",mni,enxx
1993,"Many common formats (APS family of formats, for example) are equal to or closely approximate this aspect ratio.",তোইনা শীজিন্নবা ফোর্মেৎ কয়া অমসু ( খুদম ওইনা APS ফেমিলীগী ফোর্মেৎ) মসিগী এস্পেক্ত রেসিও অসিগা মান্নৈ নৎত্রগা য়াম্না নক্নৈ।,mni,enxx
1994,"No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement.","সুনামীগী চেকশিনৱা অমত্তা থোকখিদে অমসুং জাকার্তা জিওফিজিক্স এজেন্সীগী মতুং ইন্নদি, য়ুহা হাবা অসিনা তঙাই ফদবা 6.5কী মেগ্নিচুদ য়ৌদবনা সুনামীগী চেকশিনৱা অমত্তা থোক্লোই হায়রি।",mni,enxx
