en,mni-Mtei
but I want you to know all the dreadful things I did at the,ꯑꯗꯨꯕꯨ ꯑꯩꯅꯥ ꯅꯈꯣꯌꯗꯥ ꯑꯩꯅꯥ ꯇꯧꯈꯤꯕꯥ ꯑꯀꯤꯕꯥ ꯄꯣꯀꯍꯅꯕꯥ ꯋꯥꯐꯝ ꯄꯨꯝꯅꯃꯛ ꯑꯗꯨ ꯈꯉꯕꯤꯅꯕꯥ ꯍꯥꯌꯖꯔꯤ ꯫
Moffats’.’,ꯃꯣꯐꯐꯠꯁ’ ꯍꯥꯌꯅꯥ ꯀꯧꯏ꯫’
"‘We are prepared,’ said Mrs. March, smiling but looking a little","‘ꯑꯩꯈꯣꯌꯅꯥ ꯁꯦꯝ ꯁꯥꯔꯦ’ ꯍꯥꯌꯅꯥ ꯁ꯭ꯔꯤꯃꯇꯤ ꯃꯥꯔꯆꯅꯥ ꯍꯥꯌꯔꯀꯏ, ꯅꯣꯀꯄꯥ ꯑꯗꯨꯕꯨ ꯈꯔꯥ ꯌꯦꯡꯂꯒꯥ"
anxious,ꯂꯥꯡꯇꯛꯅꯕ
"‘I told you they dressed me up, but I didn’t tell you that they","‘ꯑꯩꯅꯥ ꯅꯉꯣꯟꯗꯥ ꯍꯥꯌꯈꯤ ꯃꯗꯨꯗꯤ ꯃꯈꯣꯌꯅꯥ ꯑꯩꯕꯨ ꯄꯣꯠꯁꯛ ꯁꯦꯃꯗꯣꯀꯈꯤ, ꯑꯗꯨꯕꯨ ꯃꯈꯣꯌꯅꯥ ꯍꯥꯌꯈꯤꯗꯦ ꯃꯗꯨꯗꯤ ꯃꯈꯣꯌꯅꯥ ."
"powdered and squeezed and frizzled, and made me look like a","ꯄꯥꯎꯗꯔ ꯑꯃꯁꯨꯡ ꯁ꯭ꯀꯨꯏꯖ ꯑꯃꯁꯨꯡ ꯐ꯭ꯔꯤꯖꯜ, ꯑꯃꯁꯨꯡ ꯑꯩꯕꯨ ꯃꯇꯧ ꯀꯔꯝꯅꯥ ꯑꯣꯏꯍꯅꯈꯤꯕꯒꯦ ꯍꯥꯌꯕꯗꯨ"
"fashion plate. Laurie thought I wasn’t proper. I know he did,",ꯐꯦꯁꯟ ꯄ꯭ꯂꯦꯠ ꯇꯧꯕꯥ꯫
"though he didn’t say so, and one man called me ‘a doll’. I knew","ꯃꯍꯥꯛꯅꯥ ꯍꯥꯌꯈꯤꯕꯥ ꯅꯠꯇꯦ, ꯑꯗꯨꯒꯥ ꯃꯤꯑꯣꯏ ꯑꯃꯅꯥ ꯑꯩꯕꯨ ‘ꯂꯝꯕꯤ ꯑꯃꯥ’ ꯍꯥꯌꯅꯥ ꯀꯧꯈꯤ꯫"
166,꯱꯶꯶ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"it was silly, but they flattered me and said I was a beauty, and","ꯃꯁꯤ ꯃꯤꯄꯥꯏꯕꯥ ꯑꯃꯅꯤ, ꯑꯗꯨꯕꯨ ꯃꯈꯣꯌꯅꯥ ꯑꯩꯕꯨ ꯂꯥꯟꯅꯥ ꯂꯃꯖꯤꯡꯈꯤ ꯑꯃꯁꯨꯡ ꯑꯩꯕꯨ ꯐꯖꯕꯥ ꯑꯃꯅꯤ ꯍꯥꯌꯅꯥ ꯍꯥꯌꯈꯤ, ꯑꯃꯁꯨꯡ ."
"quantities of nonsense, so I let them make a fool of me.’","ꯃꯁꯤꯡ ꯌꯥꯝꯂꯕꯥ ꯋꯥꯐꯃꯁꯤꯡ, ꯃꯔꯝ ꯑꯗꯨꯅꯥ ꯑꯩꯅꯥ ꯃꯈꯣꯌꯗꯥ ꯑꯩꯒꯤ ꯃꯨꯔꯈ ꯑꯃꯥ ꯑꯣꯏꯍꯅꯕꯥ ꯌꯥꯍꯅꯈꯤ꯫’"
"‘Is that all?’ asked Jo, as Mrs. March looked silently at the","‘ꯃꯗꯨ ꯄꯨꯝꯅꯃꯛ ꯑꯣꯏꯔꯤꯕꯔꯥ?’ ꯍꯥꯌꯅꯥ ꯖꯣꯖꯣꯅꯥ ꯍꯪꯈꯤ, ꯃꯔꯃꯗꯤ ꯁ꯭ꯔꯤꯃꯇꯤ ꯃꯥꯔꯆꯅꯥ ꯇꯞꯅꯥ ꯇꯞꯅꯥ ꯌꯦꯡꯂꯒꯥ"
"downcast face of her pretty daughter, and could not find it in","ꯃꯍꯥꯛꯀꯤ ꯐꯖꯔꯕꯥ ꯃꯆꯥꯅꯨꯄꯤꯒꯤ ꯗꯥꯎꯅꯀꯥꯁ꯭ꯠ ꯐꯦꯁ, ꯑꯃꯁꯨꯡ ꯃꯁꯤ ꯐꯪꯕꯥ ꯉꯃꯈꯤꯗꯦ"
her heart to blame her little follies,ꯃꯍꯥꯛꯀꯤ ꯑꯄꯤꯀꯄꯥ ꯐꯣꯂꯤꯁꯤꯡꯕꯨ ꯗꯣꯁ ꯇꯧꯅꯕꯥ ꯃꯍꯥꯛꯀꯤ ꯊꯝꯃꯣꯌ
"‘No, I drank champagne and romped and tried to flirt, and was","‘ꯅꯠꯇꯦ, ꯑꯩꯅꯥ ꯆꯦꯝꯄꯤꯌꯟ ꯊꯀꯈꯤ ꯑꯃꯁꯨꯡ ꯔꯣꯃꯞ ꯇꯧꯈꯤ ꯑꯃꯁꯨꯡ ꯐ꯭ꯂꯤꯔ ꯇꯧꯅꯕꯥ ꯍꯣꯠꯅꯈꯤ, ꯑꯃꯁꯨꯡ ꯑꯣꯏꯈꯤ꯫"
"altogether abominable,’ said Meg self- reproachfully","ꯃꯄꯨꯡ ꯐꯥꯅꯥ ꯑꯦꯕꯣꯃꯤꯅꯦꯕꯜ ꯑꯣꯏꯕꯥ,’ ꯍꯥꯌꯅꯥ ꯃꯦꯒ ꯁꯦꯜꯐ- ꯔꯤꯞꯔꯣꯆꯐꯨꯜ ꯑꯣꯏꯅꯥ ꯍꯥꯌꯈꯤ꯫"
"‘There is something more, I think.’ And Mrs. March smoothed the","‘ꯍꯦꯟꯅꯥ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯈꯔꯥ ꯂꯩꯔꯤ, ꯑꯩꯅꯥ ꯈꯜꯂꯤ꯫’ ꯑꯃꯁꯨꯡ ꯁ꯭ꯔꯤꯃꯇꯤ ꯃꯥꯔꯆꯅꯥ ꯁ꯭ꯃꯨꯊ ꯇꯧꯈꯤ"
"soft cheek, which suddenly grew rosy as Meg answered slowly",ꯇꯞꯅꯥ ꯇꯞꯅꯥ ꯄꯥꯎꯈꯨꯝ ꯄꯤꯔꯀꯄꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯈꯉꯍꯧꯗꯅꯥ ꯔꯣꯖꯤ ꯑꯣꯏꯅꯥ ꯍꯦꯅꯒꯠꯂꯀꯈꯤꯕꯥ ꯇꯔꯨ ꯇꯅꯥꯅꯕꯥ ꯆꯦꯛꯂꯥ ꯑꯗꯨ
"‘Yes. It’s very silly, but I want to tell it, because I hate to have",'ꯍꯣꯏ.
people say and think such things about us and Laurie.’,ꯃꯤꯌꯥꯝꯅꯥ ꯑꯩꯈꯣꯌ ꯑꯃꯁꯨꯡ ꯂꯧꯔꯤꯒꯤ ꯃꯔꯃꯗꯥ ꯑꯁꯤꯒꯨꯝꯕꯥ ꯋꯥꯐꯃꯁꯤꯡ ꯑꯁꯤ ꯍꯥꯌꯔꯤ ꯑꯃꯁꯨꯡ ꯈꯜꯂꯤ꯫’
Then she told the various bits of gossip she had heard at the,ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯃꯍꯥꯛꯅꯥ ꯇꯥꯈꯤꯕꯥ ꯇꯣꯉꯥꯟ ꯇꯣꯉꯥꯅꯕꯥ ꯋꯥꯐꯃꯁꯤꯡ ꯑꯗꯨꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯍꯥꯌꯈꯤ ꯫
"Moffats’, and as she spoke, Jo saw her mother fold her lips","ꯃꯣꯐꯐꯠꯁ’, ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯋꯥ ꯉꯥꯡꯂꯤꯉꯩꯗꯥ ꯖꯣꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯃꯥꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯃꯤꯠ ꯇꯥꯡꯕꯥ ꯎꯈꯤ"
"tightly, as if ill pleased that such ideas should be put into Meg’s","ꯑꯀꯅꯕꯥ ꯃꯑꯣꯡꯗꯥ, ꯑꯁꯤꯒꯨꯝꯕꯥ ꯋꯥꯈꯜꯂꯣꯅꯁꯤꯡ ꯑꯁꯤ ꯃꯦꯒ’ꯁꯇꯥ ꯊꯃꯒꯗꯕꯅꯤ ꯍꯥꯌꯕꯁꯤ ꯌꯥꯝꯅꯥ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯐꯥꯑꯣꯏ꯫"
innocent mind,ꯃꯔꯥꯜ ꯂꯩꯖꯗ꯭ꯔꯕꯥ ꯋꯥꯈꯜ .
"‘Well, if that isn’t the greatest rubbish I ever heard,’ cried Jo","‘ꯑꯗꯨꯕꯨ, ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯗꯨ ꯑꯩꯅꯥ ꯇꯥꯕꯥ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯆꯥꯎꯕꯥ ꯑꯁꯪꯕꯥ ꯑꯗꯨ ꯅꯠꯇꯦ,’ ꯍꯥꯌꯅꯥ ꯖꯣꯖꯣꯅꯥ ꯀꯞꯅꯥ ꯍꯥꯌꯔꯀꯏ꯫"
indignantly. ‘Why didn’t you pop out and tell them so on the,ꯌꯥꯝꯅꯥ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯐꯥꯑꯣꯏ꯫
spot?’,ꯃꯐꯝ?'
"‘I couldn’t, it was so embarrassing for me. I couldn’t help","‘ꯑꯩꯅꯥ ꯇꯧꯕꯥ ꯉꯃꯈꯤꯗꯦ, ꯑꯩꯒꯤꯗꯃꯛ ꯑꯁꯨꯛ ꯌꯥꯝꯅꯥ ꯏꯀꯥꯏꯕꯥ ꯐꯥꯑꯣꯈꯤ꯫"
"hearing at first, and then I was so angry and ashamed, I didn’t","ꯑꯍꯥꯅꯕꯗꯥ ꯇꯥꯕꯥ, ꯑꯗꯨꯒꯥ ꯃꯗꯨꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯑꯩꯍꯥꯛ ꯑꯁꯨꯛ ꯌꯥꯝꯅꯥ ꯋꯥꯅꯥ ꯑꯃꯁꯨꯡ ꯂꯥꯡꯇꯛꯅꯈꯤ, ꯑꯩꯍꯥꯛ ."
remember that I ought to go away.’,ꯑꯩꯅꯥ ꯆꯠꯀꯗꯕꯅꯤ ꯍꯥꯌꯕꯁꯤ ꯅꯤꯡꯁꯤꯡꯕꯤꯌꯨ꯫’
167,꯱꯶꯷ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"‘Just wait till I see Annie Moffat, and I’ll show you how to settle","‘ꯈꯨꯗꯝ ꯑꯣꯏꯅꯥ ꯑꯩꯅꯥ ꯑꯦꯅꯤ ꯃꯣꯐꯐꯠ ꯎꯕꯥ ꯐꯪꯗ꯭ꯔꯤꯐꯥꯑꯣꯕꯥ ꯉꯥꯏꯌꯨ, ꯑꯃꯁꯨꯡ ꯑꯩꯅꯥ ꯅꯉꯣꯟꯗꯥ ꯃꯇꯧ ꯀꯔꯝꯅꯥ ꯁꯦꯇꯜ ꯇꯧꯒꯗꯒꯦ ꯍꯥꯌꯕꯗꯨ ꯎꯠꯂꯒꯅꯤ"
such ridiculous stuff. The idea of having ‘plans’ and being kind,ꯑꯁꯤꯒꯨꯝꯕꯥ ꯔꯤꯗꯤꯛꯂꯤꯀꯦꯜ ꯁ꯭ꯇꯐ꯫
to Laurie because he’s rich and may marry us by-and-by! Won’t,ꯂꯧꯎ-ꯁꯤꯡꯎꯕꯅꯥ ꯃꯔꯝ ꯑꯣꯏꯗꯨꯅꯥ ꯃꯍꯥꯛ ꯁꯦꯜ ꯌꯥꯝꯅꯥ ꯇꯥꯅꯕꯅꯤ ꯑꯃꯁꯨꯡ ꯑꯩꯈꯣꯌꯕꯨ ꯕꯥꯏ-ꯑꯦꯟꯗ-ꯕꯥꯏꯒꯥ ꯂꯨꯍꯣꯡꯕꯤꯕꯥ ꯌꯥꯏ!
he shout when I tell him what those silly things say about us,ꯑꯩꯈꯣꯌꯒꯤ ꯃꯔꯃꯗꯥ ꯍꯥꯌꯔꯤꯕꯥ ꯃꯤꯅꯝꯕꯥ ꯋꯥꯐꯃꯁꯤꯡ ꯑꯗꯨꯅꯥ ꯀꯔꯤ ꯍꯥꯌꯔꯤꯕꯒꯦ ꯍꯥꯌꯕꯗꯨ ꯑꯩꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯍꯥꯌꯔꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯂꯥꯎꯊꯣꯀꯏ .
"poor children?’ And Jo laughed, as if on second thoughts the","ꯂꯥꯌꯔꯕꯥ ꯑꯉꯥꯡꯁꯤꯡ?’ ꯑꯃꯁꯨꯡ ꯖꯣꯅꯥ ꯅꯣꯀꯈꯤ, ꯑꯅꯤꯁꯨꯕꯥ ꯋꯥꯈꯜꯂꯣꯅꯗꯥ ."
thing struck her as a good joke,ꯋꯥꯐꯝ ꯑꯃꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯑꯐꯕꯥ ꯖꯣꯛ ꯑꯃꯥ ꯑꯣꯏꯅꯥ ꯁ꯭ꯠꯔꯛ ꯇꯧꯈꯤ
"‘If you tell Laurie, I’ll never forgive you! She mustn’t, must she,",‘ꯀꯔꯤꯒꯨꯝꯕꯥ ꯅꯍꯥꯛꯅꯥ ꯂꯧꯔꯤꯕꯗꯥ ꯍꯥꯌꯔꯕꯗꯤ ꯑꯩꯅꯥ ꯅꯉꯕꯨ ꯀꯩꯗꯧꯉꯩꯗꯁꯨ ꯃꯥꯉꯍꯅꯕꯥ ꯉꯝꯂꯣꯏ!
"Mother?’ said Meg, looking distressed","ꯃꯥ?’ ꯍꯥꯌꯅꯥ ꯃꯦꯒꯅꯥ ꯍꯥꯌꯔꯀꯏ, ‘ꯅꯨꯄꯤꯃꯆꯥ)꯫"
"‘No, never repeat that foolish gossip, and forget it as soon as","‘ꯅꯠꯇꯦ, ꯀꯩꯗꯧꯉꯩꯗꯁꯨ ꯃꯗꯨ ꯃꯨꯔꯈ ꯑꯣꯏꯕꯥ ꯋꯥꯐꯝ ꯑꯗꯨ ꯍꯟꯖꯤꯟ ꯍꯟꯖꯤꯟ ꯍꯥꯌꯌꯨ, ꯑꯃꯁꯨꯡ ꯃꯗꯨ ꯌꯥꯝꯅꯥ ꯊꯨꯅꯥ ꯀꯥꯑꯣꯊꯣꯀꯎ꯫"
"you can,’ said Mrs. March gravely. ‘I was very unwise to let you","ꯅꯉꯅꯥ ꯇꯧꯕꯥ ꯌꯥꯏ,’ ꯍꯥꯌꯅꯥ ꯁ꯭ꯔꯤꯃꯇꯤ ꯃꯥꯔꯆꯅꯥ ꯒ꯭ꯔꯦꯚꯤꯂꯤꯅꯥ ꯍꯥꯌꯔꯀꯏ꯫"
"go among people of whom I know so little, kind, I dare say, but","ꯑꯩꯅꯥ ꯈꯉꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯤ ꯃꯔꯛꯇꯥ ꯆꯠꯂꯨ, ꯃꯤꯅꯨꯡꯁꯤ ꯂꯩꯕꯥ, ꯑꯩꯅꯥ ꯊꯧꯅꯥ ꯐꯅꯥ ꯍꯥꯌꯔꯤ, ꯑꯗꯨꯕꯨ"
"worldly, ill-bred, and full of these vulgar ideas about young","ꯃꯥꯂꯦꯃꯒꯤ ꯑꯣꯏꯕꯥ, ꯑꯥꯏꯜ-ꯕ꯭ꯔꯦꯗ, ꯑꯃꯁꯨꯡ ꯅꯍꯥꯁꯤꯡꯒꯤ ꯃꯔꯃꯗꯥ ꯋꯥꯈꯜ ꯋꯥꯕꯥ ꯋꯥꯈꯜꯂꯣꯅꯁꯤꯡ ꯑꯁꯤꯅꯥ ꯊꯜꯂꯕꯥ"
people. I am more sorry,ꯃꯤꯌꯥꯝ.
than I can express for the mischief this visit may have done,ꯃꯁꯤꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯑꯩꯍꯥꯛꯅꯥ ꯆꯠꯄꯥ ꯑꯁꯤꯅꯥ ꯚꯤꯖꯤꯠ ꯑꯁꯤꯅꯥ ꯇꯧꯔꯝꯕꯥ ꯌꯥꯏ ꯍꯥꯌꯅꯥ ꯐꯣꯡꯗꯣꯀꯄꯥ ꯉꯝꯂꯤ .
"you, Meg.’","ꯅꯉ, ꯃꯦꯒ꯫’"
"‘Don’t be sorry, I won’t let it hurt me. I’ll forget all the bad and","‘ꯑꯋꯥꯕꯥ ꯅꯪꯂꯔꯣꯏ, ꯑꯩꯅꯥ ꯑꯩꯕꯨ ꯁꯣꯀꯍꯜꯂꯣꯏ꯫"
"remember only the good, for I did enjoy a great deal, and thank","ꯑꯐꯕꯥ ꯈꯛꯇꯃꯛ ꯅꯤꯡꯁꯤꯡꯕꯤꯌꯨ, ꯃꯔꯃꯗꯤ ꯑꯩꯍꯥꯛꯅꯥ ꯑꯆꯧꯕꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯑꯃꯥ ꯐꯪꯖꯈꯤ, ꯑꯃꯁꯨꯡ ꯊꯥꯒꯠꯆꯔꯤ"
you very much for letting me go. I’ll not be sentimental or,ꯑꯩꯕꯨ ꯊꯥꯗꯣꯀꯄꯤꯕꯒꯤꯗꯃꯛ ꯅꯉꯅꯥ ꯌꯥꯝꯅꯥ ꯋꯥꯅꯥ꯫
"dissatisfied, Mother. I know I’m a silly little girl, and I’ll stay with","ꯅꯨꯡꯉꯥꯏꯇꯕꯥ, ꯃꯃꯥ꯫"
you till I’m fit to take care of myself. But it is nice to be praised,ꯑꯩꯅꯥ ꯏꯁꯥꯕꯨ ꯌꯦꯡꯁꯤꯅꯖꯕꯗꯥ ꯐꯤꯠ ꯑꯣꯏꯕꯥ ꯐꯥꯑꯣꯕꯥ ꯅꯉ꯫
"and admired, and I can’t help saying I like it,’ said Meg, looking","ꯑꯃꯁꯨꯡ ꯊꯥꯒꯠꯂꯗꯨꯅꯥ, ꯑꯃꯁꯨꯡ ꯑꯩꯅꯥ ꯄꯥꯝꯃꯤ ꯍꯥꯌꯕꯁꯤꯗꯥ ꯃꯇꯦꯡ ꯄꯥꯡꯕꯥ ꯉꯃꯗꯦ,’ ꯍꯥꯌꯅꯥ ꯃꯦꯒꯅꯥ ꯌꯦꯡꯂꯒꯥ ꯍꯥꯌꯔꯀꯏ"
half ashamed of the confession,ꯀꯅꯐꯦꯁꯅꯒꯤ ꯃꯇꯥꯡꯗꯥ ꯇꯉꯈꯥꯏ ꯑꯃꯥ ꯂꯥꯄꯊꯣꯛꯅꯥ ꯂꯩꯕꯥ .
168,꯱꯶꯸ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"‘That is perfectly natural, and quite harmless, if the liking does","‘ꯃꯗꯨ ꯃꯄꯨꯡ ꯐꯥꯅꯥ ꯃꯍꯧꯁꯥꯒꯤ ꯑꯣꯏꯕꯥ, ꯑꯃꯁꯨꯡ ꯌꯥꯝꯅꯥ ꯑꯁꯣꯏ-ꯑꯉꯥꯝ ꯌꯥꯑꯣꯗꯕꯥ, ꯀꯔꯤꯒꯨꯝꯕꯥ ꯂꯥꯏꯛ ꯇꯧꯔꯕꯗꯤ ."
not become a passion and lead one to do foolish or unmaidenly,ꯄꯥꯃꯖꯕꯥ ꯑꯃꯥ ꯑꯣꯏꯔꯣꯏꯗꯕꯅꯤ ꯑꯃꯁꯨꯡ ꯃꯤꯑꯣꯏ ꯑꯃꯕꯨ ꯃꯨꯔꯈ ꯅꯠꯔꯒꯥ ꯑꯅꯃꯦꯗꯂꯤ ꯑꯣꯏꯅꯥ ꯇꯧꯅꯕꯥ ꯂꯃꯖꯤꯡꯕꯤꯌꯨ .
things. Learn to know and value the praise which is worth,ꯄꯣꯠꯂꯝꯁꯤꯡ.
"having, and to excite the admiration of excellent people by","ꯂꯩꯕꯥ, ꯑꯃꯁꯨꯡ ꯑꯐꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯕꯨ ꯊꯥꯒꯠꯄꯥ ꯐꯣꯡꯗꯣꯀꯄꯗꯥ ꯃꯇꯦꯡ ꯄꯥꯡꯅꯕꯥ ."
"being modest as well as pretty, Meg.’","ꯃꯣꯗꯦꯁ꯭ꯠ ꯑꯣꯏꯕꯇꯥ ꯅꯠꯇꯅꯥ ꯄ꯭ꯔꯤꯇꯤ, ꯃꯦꯒ.’"
"Margaret sat thinking a moment, while Jo stood with her hands","ꯃꯥꯔꯒꯥꯔꯦꯇꯅꯥ ꯃꯤꯀꯨꯞ ꯑꯃꯥ ꯈꯟꯗꯨꯅꯥ ꯐꯃꯈꯤ, ꯑꯗꯨꯒꯥ ꯖꯣꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯈꯨꯠꯁꯥꯗꯥ ꯂꯦꯞꯂꯝꯃꯤ"
"behind her, looking both interested and a little perplexed, for it","ꯃꯍꯥꯛꯀꯤ ꯃꯇꯨꯡꯗꯥ, ꯏꯟꯇꯔꯦꯁ꯭ꯠ ꯂꯩꯕꯥ ꯑꯃꯁꯨꯡ ꯈꯔꯥ ꯋꯥꯈꯜ ꯋꯥꯕꯥ ꯑꯅꯤꯃꯛ ꯎꯕꯥ, ꯃꯁꯤꯒꯤꯗꯃꯛꯇꯥ"
was a new thing to see Meg blushing and talking about,ꯃꯦꯒ ꯕ꯭ꯂꯥꯁ ꯇꯧꯕꯥ ꯑꯃꯁꯨꯡ ꯋꯥꯔꯤ ꯁꯥꯅꯕꯥ ꯎꯕꯥ ꯐꯪꯕꯒꯤ ꯑꯅꯧꯕꯥ ꯋꯥꯐꯝ ꯑꯃꯥ ꯑꯣꯏꯈꯤ
"admiration, lovers, and things of that sort. And Jo felt as if","ꯊꯥꯒꯠꯄꯥ, ꯅꯨꯡꯁꯤꯕꯥ ꯑꯃꯁꯨꯡ ꯃꯈꯜ ꯑꯗꯨꯒꯤ ꯄꯣꯠꯂꯃꯁꯤꯡ꯫"
"during that fortnight her sister had grown up amazingly, and","ꯅꯨꯃꯤꯠ ꯇꯔꯦꯠꯅꯤꯒꯤ ꯃꯅꯨꯡꯗꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯔꯨꯞ ꯑꯗꯨ ꯑꯉꯀꯄꯥ ꯃꯑꯣꯡꯗꯥ ꯄꯣꯀꯈꯤ, ꯑꯃꯁꯨꯡ ."
was drifting away from her into a world where she could not,ꯃꯍꯥꯛꯅꯥ ꯃꯍꯥꯛꯀꯤ ꯃꯐꯃꯗꯒꯤ ꯂꯥꯞꯅꯥ ꯂꯩꯕꯥ ꯃꯥꯂꯦꯝ ꯑꯃꯗꯥ ꯃꯍꯥꯛꯅꯥ ꯇꯧꯕꯥ ꯉꯃꯗꯕꯥ .
follow,ꯇꯨꯡ ꯏꯅꯕ
"‘Mother, do you have ‘plans’, as Mrs. Moffat said?’ asked Meg","‘ꯃꯥ, ꯅꯉꯒꯤ ‘ꯄ꯭ꯂꯥꯟ’ ꯂꯩꯕ꯭ꯔꯥ, ꯁ꯭ꯔꯤꯃꯇꯤ ꯃꯣꯐꯐꯠꯅꯥ ꯍꯥꯌꯈꯤꯕꯒꯨꯝꯅꯥ?’ ꯍꯥꯌꯅꯥ ꯃꯦꯒꯅꯥ ꯍꯪꯈꯤ꯫"
bashfully,ꯕꯥꯁꯐꯨꯜ ꯑꯣꯏꯅꯥ ꯂꯩꯕꯥ
"‘Yes, my dear, I have a great many, all mothers do, but mine","‘ꯍꯣꯌ, ꯑꯩꯒꯤ ꯅꯨꯡꯁꯤꯔꯕꯥ ꯏꯔꯩꯕꯥꯀꯆꯥꯁꯤꯡ, ꯑꯩꯒꯤ ꯑꯆꯧꯕꯥ ꯀꯌꯥ ꯑꯃꯥ ꯂꯩ, ꯃꯃꯥ ꯄꯨꯝꯅꯃꯛꯅꯥ ꯇꯧꯏ, ꯑꯗꯨꯕꯨ ꯑꯩꯒꯤ"
"differ somewhat from Mrs. Moffat’s, I suspect. I will tell you",ꯁ꯭ꯔꯤꯃꯇꯤ ꯃꯣꯐꯐꯠ’ꯗꯒꯤ ꯈꯔꯥ ꯈꯦꯠꯅꯩ ꯍꯥꯌꯅꯥ ꯑꯩꯅꯥ ꯆꯤꯡꯅꯔꯤ꯫
"some of them, for the time has come when a word may set this","ꯃꯈꯣꯌ ꯈꯔꯗꯤ, ꯃꯔꯃꯗꯤ ꯃꯇꯝ ꯑꯗꯨ ꯂꯥꯛꯂꯦ ꯃꯗꯨꯗꯤ ꯋꯥꯍꯩ ꯑꯃꯅꯥ ꯃꯁꯤ ꯁꯦꯠ ꯇꯧꯕꯥ ꯌꯥꯏ ."
"romantic little head and heart of yours right, on a very serious","ꯔꯣꯃꯥꯟꯇꯤꯛ ꯂꯤꯇꯜ ꯍꯦꯗ ꯑꯃꯁꯨꯡ ꯍꯥꯔꯠ ꯑꯣꯐ ꯅꯍꯥꯛꯀꯤ ꯔꯥꯏꯠ, on a a very serious"
"subject. You are young, Meg, but not too young to understand",ꯍꯤꯔꯝ.
"me, and mothers’ lips are the fittest to speak of such things to","ꯑꯩ, ꯑꯃꯁꯨꯡ ꯃꯃꯥꯁꯤꯡꯒꯤ ꯂꯤꯞ ꯑꯁꯤ ꯑꯁꯤꯒꯨꯝꯕꯥ ꯋꯥꯐꯃꯁꯤꯡ ꯑꯁꯤ ꯉꯥꯡꯕꯗꯥ ꯈ꯭ꯕꯥꯏꯗꯒꯤ ꯐꯤꯠ ꯑꯣꯏꯕꯥ ."
"girls like you. Jo, your turn will come in time, perhaps, so listen",ꯅꯨꯄꯤꯃꯆꯥꯁꯤꯡꯅꯥ ꯅꯉꯕꯨ ꯄꯥꯝꯃꯤ꯫
"to my ‘plans’ and help me carry them out, if they are good.’","ꯑꯩꯒꯤ ‘ꯄ꯭ꯂꯥꯅꯁꯤꯡ’ꯗꯥ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯕꯨ ꯂꯧꯁꯤꯅꯕꯗꯥ ꯃꯇꯦꯡ ꯄꯥꯡꯕꯤꯌꯨ, ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯈꯣꯌꯅꯥ ꯑꯐꯕꯥ ꯑꯣꯏꯔꯕꯗꯤ꯫’"
169,꯱꯶꯹ ꯑꯃꯁꯨꯡ ꯑꯦꯟ.
"Jo went and sat on one arm of the chair, looking as if she","ꯖꯣꯅꯥ ꯆꯠꯇꯨꯅꯥ ꯆꯦꯌꯥꯔꯒꯤ ꯃꯈꯨꯠ ꯑꯃꯗꯥ ꯐꯃꯗꯨꯅꯥ, ꯃꯍꯥꯛꯅꯥ ꯌꯦꯡꯕꯒꯨꯝ ꯌꯦꯡꯂꯤ"
thought they were about to join in some very solemn affair,ꯃꯈꯣꯌꯅꯥ ꯌꯥꯝꯅꯥ ꯁꯣꯂꯦꯃꯟꯁ ꯑꯦꯐꯦꯌꯥꯔꯁ ꯈꯔꯗꯥ ꯌꯥꯑꯣꯔꯛꯀꯅꯤ ꯍꯥꯌꯅꯥ ꯈꯜꯂꯝꯃꯤ
